model,num_param,memT,memR,memA,memM,energy,co2,train_time,infer_time,test_00,inf_time,tr_acc,test_01,test_02,test_03,test_04,test_05,test_06,test_07,test_08,test_09,type,efficient,dataset,cnn,E_n,pepr_e,C_n,pepr_c,T_n,pepr_t,M_n,pepr_m
edgenext_base,18511292,25.435111424,4.800380928,0.31702528,4.318250496,0.064360434845,4.344329352045,40.8523547649384,0,0.524268617021277,3.2607143163681,0.499339788732394,0.477061170212766,0.522938829787234,0.522938829787234,0.522606382978723,0.522273936170213,0.521941489361702,0.522273936170213,0.521276595744681,0.477393617021277,Other,1,lidc,False,0.16187433063288303,0.41088231698968386,0.11485702200329626,0.4282106203748389,0.1675001812499315,0.4089023922122025,0.15135987386677177,0.41463457938479276
sebotnet33ts_256,13701984,25.435111424,6.79477248,0.221495296,5.29356032,0.050659839138,2.887610830851,31.3304934501648,0,0.489029255319149,3.01068637371063,0.548085387323944,0.591090425531915,0.568151595744681,0.476396276595745,0.523603723404255,0.494348404255319,0.527593085106383,0.520279255319149,0.495345744680851,0.515625,Other,0,lidc,False,0.11928456981675463,0.4606737320469059,0.06870785535244862,0.4824751660779664,0.11901846533374873,0.4607832810392581,0.24507292077256604,0.41413237039968337
vgg11,132863336,25.435111424,6.327107584,2.081417216,4.486133248,0.058040109637,2.698865098112,36.47727227211,0,0.477393617021277,3.04623050689697,0.505831866197183,0.523271276595745,0.522606382978723,0.522273936170213,0.521609042553192,0.523603723404255,0.522273936170213,0.522938829787234,0.522938829787234,0.521941489361702,CNN,0,lidc,True,0.14222692663341058,0.45695078376419274,0.06272834857191498,0.49113349621573793,0.14522391618838618,0.45575496807546945,0.22309814741821046,0.4267372086724583
pvt_v2_b0,3666760,25.435111424,3.886022656,0.072546304,2.30749696,0.035764609667,2.074347360662,22.5231935977936,0,0.523271276595745,1.69802720546722,0.50506161971831,0.477393617021277,0.476396276595745,0.521941489361702,0.523271276595745,0.490026595744681,0.522273936170213,0.522606382978723,0.521609042553192,0.522273936170213,Other,1,lidc,False,0.0729811627213162,0.4867503310548449,0.042943487788812414,0.5007691617860404,0.07417502608213938,0.4862093453011223,0.1083957430035475,0.47119807114645457
sequencer2d_l,54298216,25.435111424,14.258536448,0.906843648,13.568818688,0.198580264995,10.177238580984,121.257169723511,0,0.477393617021277,13.180437040329,0.504071302816901,0.522606382978723,0.476728723404255,0.521941489361702,0.523603723404255,0.477393617021277,0.522938829787234,0.523271276595745,0.522938829787234,0.522273936170213,Other,0,lidc,False,0.5791109665515114,0.33073922430591657,0.29964488331567685,0.4018589561463733,0.576891083747806,0.3312048254651308,0.5957824201813164,0.3272839264082575
convnext_atto,3695520,25.435111424,1.579155456,0.071399424,1.4860032,0.022406691352,1.299588098412,13.9602797031403,0,0.522606382978723,0.894762349128723,0.501980633802817,0.523271276595745,0.523271276595745,0.523271276595745,0.522273936170213,0.477726063829787,0.477061170212766,0.477726063829787,0.522938829787234,0.522606382978723,CNN,0,lidc,True,0.031456651072048335,0.5066682952071229,0.01839894209404303,0.5131646954622066,0.03057590768170649,0.5071013004314574,0.0,0.522606382978723
twins_pcpvt_base,43828456,25.435111424,8.348762112,0.738930688,7.915367424,0.09803614941,5.637078591077,61.1033272743225,0,0.477393617021277,6.36939990520477,0.5,0.477393617021277,0.477393617021277,0.476396276595745,0.523603723404255,0.522938829787234,0.521941489361702,0.523271276595745,0.521609042553192,0.522606382978723,Other,0,lidc,False,0.2665588756926843,0.41261909967896926,0.15581160533690036,0.4521553344555592,0.2706104727958793,0.41130338067241673,0.3180922349231375,0.39648695981370224
crossvit_9_240,8553296,25.435111424,2.300575744,0.145709056,1.883847168,0.028168827284,1.647876396117,17.4076492786407,0,0.478058510638298,1.70353207588196,0.49724911971831,0.475066489361702,0.534574468085106,0.522606382978723,0.477061170212766,0.522606382978723,0.521941489361702,0.476396276595745,0.476396276595745,0.522938829787234,Other,1,lidc,False,0.049368864262056826,0.49833652169104337,0.02943279280677623,0.5079873435558889,0.04812860950043447,0.49892620528360576,0.03389830508474576,0.5057932943843739
dm_nfnet_f0,71489284,25.435111424,7.029653504,1.125673984,6.526072832,0.100570493721,3.369111539665,61.6797685623169,0,0.521609042553192,5.84788644313812,0.502420774647887,0.523271276595745,0.522273936170213,0.522606382978723,0.522273936170213,0.522606382978723,0.522273936170213,0.523271276595745,0.522938829787234,0.522938829787234,CNN,0,lidc,True,0.2744371548813811,0.4103292404684379,0.08396190486871702,0.4824328488283629,0.2735454937800163,0.41061652869195653,0.25610957824201813,0.41631625046527426
maxxvit_rmlp_nano_rw_256,16779628,25.435111424,6.727663616,0.281260032,5.648976896,0.082392800466,5.39672843053,51.599410533905,0,0.522938829787234,4.71748340129852,0.49174735915493,0.477393617021277,0.522938829787234,0.522938829787234,0.499335106382979,0.521941489361702,0.522606382978723,0.522606382978723,0.523603723404255,0.523271276595745,Other,0,lidc,False,0.21792985954356964,0.4296399111126528,0.1481972588092335,0.4557329087672762,0.22222012386430268,0.42813177952046333,0.2419195900670083,0.4213407057758962
convnext_tiny_hnf,28589128,25.435111424,5.31628032,0.47002624,5.034674176,0.166221054027,14.959894862456,105.232475757599,0,0.523271276595745,3.05735569000244,0.506051936619718,0.523936170212766,0.522606382978723,0.522273936170213,0.476728723404255,0.477061170212766,0.477061170212766,0.521941489361702,0.476728723404255,0.523271276595745,CNN,0,lidc,True,0.4785189131255705,0.35391584913145013,0.4511604977299598,0.36058814818505236,0.49529940384235394,0.34994414847697775,0.17560110366574694,0.4451095486080151
halo2botnet50ts_256,22635360,25.435111424,7.079985152,0.351506944,6.554755072,0.068201442931,7.195252229194,42.1315543651581,0,0.668218085106383,4.07513821125031,0.900088028169014,0.677526595744681,0.68218085106383,0.685505319148936,0.671542553191489,0.672539893617021,0.637632978723404,0.654587765957447,0.663563829787234,0.569481382978723,Other,0,lidc,False,0.17381451332084996,0.48515449120457516,0.20517489265027863,0.4725300754701143,0.17401338172279734,0.4850723099450891,0.2584745762711865,0.4525171932086822
hardcorenas_a,5260232,25.435111424,2.350907392,0.0822272,2.089581056,0.018172236396,1.035817474546,11.2712399959564,0,0.575797872340426,0.85634868144989,0.920664612676056,0.638962765957447,0.635970744680851,0.617021276595745,0.606050531914894,0.649601063829787,0.644281914893617,0.650265957446808,0.628656914893617,0.600398936170213,Other,1,lidc,False,0.018293396888103122,0.589612913139796,0.010042630080921476,0.5944293025751902,0.0168843346938967,0.5904299197911683,0.03626330311391406,0.5793883990353101
poolformer_m36,56172520,25.435111424,11.7440512,0.93727744,10.904257024,0.102717241376,4.930427586045,63.1117577552795,0,0.477726063829787,6.77424726486206,0.636553697183099,0.523603723404255,0.477393617021277,0.492686170212766,0.524268617021277,0.516622340425532,0.542220744680851,0.568151595744681,0.595412234042553,0.601063829787234,Other,0,lidc,False,0.28111054858734386,0.4691740540658381,0.13342474437457744,0.5303076651276926,0.2808366410623801,0.46927438716047837,0.4776310603074497,0.40677530808141726
dla46x_c,1068440,25.435111424,3.005218816,0.013367296,2.25071616,0.021847172063,1.354524667897,13.8256618976593,0,0.507978723404255,1.04754235744476,0.923305457746479,0.634973404255319,0.571143617021277,0.603723404255319,0.639960106382979,0.646941489361702,0.597074468085106,0.650265957446808,0.640292553191489,0.609042553191489,CNN,0,lidc,True,0.02971732577553257,0.5914657721552739,0.02013934483040083,0.5970189820418533,0.029890484738981666,0.5913663270185922,0.06700827749310209,0.570794590855858
dla34,15742104,25.435111424,2.975858688,0.249137664,2.2739072,0.031562254516,2.035765416295,19.9572696685791,0,0.581781914893617,1.70433850288391,0.926386443661972,0.592752659574468,0.586768617021277,0.660239361702128,0.651595744680851,0.619348404255319,0.606382978723404,0.635970744680851,0.630984042553192,0.621675531914894,CNN,0,lidc,True,0.059917694199719665,0.5865318932941146,0.04172120321262193,0.5967772663143212,0.06111031206391481,0.5858726702087201,0.06562869530942059,0.5833885054440858
dla46_c,1301400,25.435111424,2.533359616,0.017119232,1.865551872,0.019036466251,1.132669741948,11.8669283390045,0,0.609042553191489,0.892916703224182,0.925946302816901,0.587765957446808,0.610039893617021,0.590425531914894,0.648936170212766,0.587433510638298,0.636635638297872,0.590757978723404,0.644614361702128,0.622007978723404,CNN,0,lidc,True,0.02097994742953698,0.609226440038708,0.013110931447189413,0.6139584120713117,0.01991735440165395,0.6098611579055951,0.04483642096964918,0.5953161339323874
resnetrs50,35691912,25.435111424,5.838471168,0.561133568,5.337667072,0.057539033221,3.88388474245,35.4517357349396,0,0.651928191489362,3.13588531017303,0.966879401408451,0.655917553191489,0.669547872340426,0.651928191489362,0.676196808510638,0.652593085106383,0.649601063829787,0.67686170212766,0.646609042553192,0.623005319148936,CNN,0,lidc,True,0.14066927723155725,0.5461752425391792,0.10027003439208138,0.5662294706527725,0.14000227207773117,0.5464948047984735,0.20013795821836813,0.5191114195519667
dla169,53389720,25.435111424,10.208935936,0.847300608,9.155735552,0.109633907201,5.536512313674,67.3072519302368,0,0.506981382978723,6.37286405563355,0.941901408450704,0.618018617021277,0.631648936170213,0.603058510638298,0.617686170212766,0.63530585106383,0.646609042553192,0.586768617021277,0.644281914893617,0.626329787234043,CNN,0,lidc,True,0.30261174090275034,0.4808261491639688,0.15262564330799555,0.5433939378933981,0.302198510343409,0.48097873116816153,0.40549862041781626,0.4456281764601464
gc_efficientnetv2_rw_t,13677713,25.435111424,6.125780992,0.220707328,5.538115072,0.046075831255,2.511132803408,28.7547435760498,0,0.683843085106383,2.26300060749054,0.976012323943662,0.671210106382979,0.691489361702128,0.681848404255319,0.664893617021277,0.672872340425532,0.653590425531915,0.669547872340426,0.670877659574468,0.629321808510638,Other,1,lidc,False,0.10503469313318325,0.5695041182157614,0.056780947733666744,0.5955082837746632,0.10590372132101722,0.5690565972225,0.21363815530153726,0.5185415486169174
resnetblur50,25557032,25.435111424,5.4525952,0.394184192,4.718007808,0.052161997572,5.868224726882,32.2173433303833,0,0.65126329787234,3.02516849040985,0.956646126760563,0.570811170212766,0.637300531914894,0.665226063829787,0.643284574468085,0.66688829787234,0.662234042553192,0.664228723404255,0.668882978723404,0.63563829787234,CNN,0,lidc,True,0.12395418928295801,0.5655375494243713,0.163134366314238,0.5464874190645426,0.12353396944914095,0.565749069593319,0.18200630666141113,0.5377621881457697
dla102,33268888,25.435111424,7.180648448,0.522272256,6.294038016,0.073398790827,5.211314148718,45.1125774383545,0,0.540890957446808,4.17833933830261,0.90580985915493,0.603723404255319,0.629654255319149,0.644946808510638,0.665558510638298,0.654587765957447,0.657912234042553,0.628656914893617,0.609042553191489,0.638962765957447,CNN,0,lidc,True,0.18997102275319186,0.5369565760341816,0.14232329313481093,0.559353704680204,0.1891916235598273,0.5373084987301892,0.2632045723295231,0.505826831183101
gluon_xception65,39916312,25.435111424,11.3246208,0.627534848,10.09725184,0.096816478232,5.663763976576,59.4180290699005,0,0.636968085106383,5.10252153873444,0.961157570422535,0.654920212765957,0.664561170212766,0.634308510638298,0.667220744680851,0.644281914893617,0.654920212765957,0.652593085106383,0.66655585106383,0.639960106382979,CNN,0,lidc,True,0.26276739794556675,0.5067917554920636,0.15665700428296858,0.5532842528193577,0.2620295718480709,0.5070880434646585,0.4579227433977138,0.4389533734082103
mobilenetv2_050,1968680,25.435111424,2.225078272,0.028583936,1.91940352,0.012287478415,0.718817487286,7.95513844490051,0,0.584441489361702,0.70338294506073,0.923635563380282,0.619348404255319,0.640625,0.660904255319149,0.655585106382979,0.657247340425532,0.658577127659574,0.654255319148936,0.654255319148936,0.641289893617021,CNN,1,lidc,True,0.0,0.641289893617021,0.0,0.641289893617021,0.0,0.641289893617021,0.030350808040993306,0.6223995639274608
fbnetv3_b,8598464,25.435111424,4.074766336,0.124368384,3.753330688,0.029339314036,1.716349871088,18.4022867679596,0,0.59873670212766,1.3819730758667,0.948173415492957,0.577127659574468,0.667553191489362,0.649601063829787,0.664228723404255,0.592420212765957,0.66688829787234,0.589428191489362,0.642952127659574,0.643617021276596,CNN,1,lidc,True,0.053007446983000625,0.6112179197978514,0.03160204771884341,0.6239004882743406,0.05319292734782066,0.6111102767252435,0.11726448561292864,0.576065049560319
dpn131,79254504,25.435111424,16.181624832,1.245100544,13.747302912,0.211862594516,7.415190808049,129.517961502075,0,0.642952127659574,10.7054930448532,0.943661971830986,0.663896276595745,0.642952127659574,0.674202127659574,0.676529255319149,0.665890957446808,0.672872340425532,0.663231382978723,0.662234042553192,0.646276595744681,CNN,0,lidc,True,0.6204005023847134,0.39883756811576376,0.2121425957314549,0.5331687856037203,0.6189519106188809,0.39919443653988906,0.6861450532124557,0.38328647616252837
dla60x,17352344,25.435111424,6.828326912,0.26491136,5.562118656,0.063348814597,3.959300912306,39.4502222537994,0,0.529255319148936,3.03847858905792,0.938050176056338,0.658909574468085,0.55718085106383,0.601063829787234,0.627327127659574,0.655585106382979,0.637632978723404,0.640292553191489,0.627327127659574,0.647273936170213,CNN,0,lidc,True,0.15872960135829686,0.5586065423818115,0.1026592354218043,0.5870117579186728,0.16036105289732527,0.5578211493345315,0.24664958612534485,0.5192108058062859
res2net50_14w_8s,25059816,25.435111424,6.21805568,0.39014144,5.29035776,0.059185370102,6.51039071125,36.239814043045,0,0.668882978723404,3.22763588428497,0.953345070422535,0.659574468085106,0.651595744680851,0.650598404255319,0.681183510638298,0.667553191489362,0.652925531914894,0.641622340425532,0.678191489361702,0.647273936170213,CNN,0,lidc,True,0.14578709075471202,0.5649164154431726,0.18347832748376702,0.5469250438632061,0.14401486871091168,0.5657915415903364,0.21797398502167917,0.5314349437099775
cs3edgenet_x,47821120,25.435111424,6.19708416,0.77182976,5.763951104,0.070655006853,4.027335390634,45.1288723945618,0,0.678856382978723,3.81980204582214,0.957416373239437,0.674202127659574,0.669215425531915,0.667220744680851,0.668550531914894,0.652925531914894,0.67686170212766,0.647273936170213,0.684507978723404,0.648936170212766,Other,1,lidc,False,0.18144167806753844,0.5492748243605375,0.10481458282261093,0.5873711121325407,0.189274591312832,0.5456571383539017,0.2169885691761924,0.5332311137910242
dpn68,12611602,25.435111424,4.517265408,0.19267072,4.219797504,0.053680676404,2.952437202235,33.6379389762878,0,0.694148936170213,2.66582548618317,0.945532570422535,0.665226063829787,0.684840425531915,0.657912234042553,0.661901595744681,0.653922872340426,0.676529255319149,0.657579787234043,0.660239361702128,0.649268617021277,CNN,0,lidc,True,0.1286751641657035,0.5752484307574932,0.07076156921195102,0.6063615240684438,0.13076710509979872,0.5741842100756673,0.13805675995270003,0.5705063577393644
dla102x,26309272,25.435111424,9.086959616,0.409042432,7.961441792,0.093194774408,9.971840861684,57.5663168430328,0,0.63031914893617,4.72932281494141,0.938490316901408,0.670877659574468,0.622340425531915,0.567154255319149,0.665226063829787,0.66688829787234,0.651595744680851,0.65126329787234,0.651595744680851,0.649933510638298,CNN,0,lidc,True,0.25150894591109,0.519319907989272,0.29313783789834374,0.5026018817101465,0.25260135364852276,0.5188670032530301,0.3527788726842727,0.4804432740353619
efficientnet_b0,5288548,25.435111424,4.542431232,0.082706944,3.868971008,0.026501889082,1.510607677694,16.4878516197205,0,0.63031914893617,1.26120116710663,0.967759683098592,0.638297872340426,0.628989361702128,0.652925531914894,0.587765957446808,0.653257978723404,0.649601063829787,0.674867021276596,0.640292553191489,0.650265957446808,CNN,1,lidc,True,0.044187009338611846,0.6227485609677202,0.025084089285618998,0.6343537708208683,0.04344534775927148,0.6231911990821659,0.1392392589672842,0.5707896320534736
cs3darknet_focus_l,21151720,25.435111424,3.835691008,0.342848,3.544518656,0.03438628177,3.679332149351,21.1324527263641,0,0.672539893617021,1.89138450622559,0.965338908450704,0.667553191489362,0.672207446808511,0.667885638297872,0.681515957446808,0.663231382978723,0.660239361702128,0.647938829787234,0.681848404255319,0.65093085106383,CNN,0,lidc,True,0.06869648366685477,0.6090886056164334,0.0937897627607086,0.5951151429877077,0.06709389964974156,0.6100033476692995,0.10603074497437918,0.5885287131678321
ecaresnetlight,30162046,25.435111424,4.007657472,0.471033344,3.742012928,0.044995365207,3.23966629487,27.6282930374145,0,0.664228723404255,2.46088962554932,0.925836267605634,0.66655585106383,0.664561170212766,0.660904255319149,0.664893617021277,0.647273936170213,0.634973404255319,0.650265957446808,0.662566489361702,0.65093085106383,Other,0,lidc,False,0.10167594935748334,0.5908550980380975,0.07986105073163376,0.6027913041430724,0.10016826128832232,0.5916648152543276,0.11411115490737091,0.5842602402791214
densenet169,14149480,25.435111424,7.365197824,0.217864704,6.875163136,0.06192117826,3.6223889282,38.7488851547241,0,0.563497340425532,3.38015999794006,0.957966549295775,0.651928191489362,0.669880319148936,0.664893617021277,0.691821808510638,0.632978723404255,0.667885638297872,0.642952127659574,0.676196808510638,0.65126329787234,CNN,0,lidc,True,0.1542916417669356,0.5642103557775198,0.09198578885339559,0.5964027229293689,0.1567901096883444,0.5629917583301257,0.27187623176980685,0.5120492714657555
selecsls42b,32458248,25.435111424,2.738880512,0.524235776,2.47131392,0.029929671494,2.214795690531,18.927453994751,0,0.687167553191489,1.70785956382751,0.969850352112676,0.675864361702128,0.652593085106383,0.658244680851064,0.657247340425532,0.649601063829787,0.66655585106383,0.651928191489362,0.667885638297872,0.65126329787234,CNN,0,lidc,True,0.054842636011999644,0.617403274799874,0.04739292210756128,0.6217946332517407,0.05586688020809667,0.6168043624438576,0.05449349625541979,0.6176076952442302
res2net101_26w_4s,45206688,25.435111424,8.183087104,0.720109568,7.483307008,0.090710722222,5.26122188885,55.6799545288086,0,0.687167553191489,5.15621781349182,0.933208626760563,0.686170212765957,0.680518617021277,0.674867021276596,0.697473404255319,0.659906914893617,0.665226063829787,0.672872340425532,0.648936170212766,0.65126329787234,CNN,0,lidc,True,0.24378700514887425,0.5236132032062737,0.14390438143911216,0.5693336859615881,0.24299671031147735,0.5239461154399537,0.3103074497437919,0.49703090522738264
dla102x2,41282200,25.435111424,13.93557504,0.655232512,11.650971136,0.144118144512,8.502970526198,88.7728087902069,0,0.600066489361702,7.04956738948822,0.86949823943662,0.600398936170213,0.617686170212766,0.578789893617021,0.646609042553192,0.615691489361702,0.624002659574468,0.617021276595745,0.564494680851064,0.652260638297872,CNN,0,lidc,True,0.4098096650230655,0.4626586513628423,0.24660369906878585,0.5232301482701449,0.4114930059535336,0.4621068865001124,0.5806070161608198,0.4126646482198756
mobilevitv2_050,1370593,25.435111424,3.097493504,0.035255808,2.86905856,0.018340003461,1.091230205904,11.3941447734833,0,0.625997340425532,0.939352416992188,0.978102992957746,0.679521276595745,0.662898936170213,0.645279255319149,0.649933510638298,0.650265957446808,0.655917553191489,0.654587765957447,0.656582446808511,0.653257978723404,Other,1,lidc,False,0.01881491867620487,0.6411939663901011,0.01179811773128988,0.6456406345054045,0.017510119329045264,0.6420161984768936,0.07134410721324398,0.609755515828284
eca_resnet33ts,19676302,25.435111424,5.089787904,0.320382976,4.492609024,0.040842576295,3.246984815456,25.3502571582794,0,0.69780585106383,2.21659073829651,0.942451584507042,0.673537234042553,0.66156914893617,0.662234042553192,0.664893617021277,0.657912234042553,0.655252659574468,0.654587765957447,0.664228723404255,0.653590425531915,Other,1,lidc,False,0.08876656276843273,0.6003035433693106,0.08009290309106153,0.605124266312128,0.08856936431974935,0.6004122906217794,0.16495861253448954,0.5610417559040665
ecaresnet50t,25573814,25.435111424,5.635047424,0.396911104,5.130597376,0.055840237015,6.226186427121,34.318372964859,0,0.685505319148936,3.05675668716431,0.985035211267606,0.637300531914894,0.644281914893617,0.640957446808511,0.645279255319149,0.67719414893617,0.651928191489362,0.654255319148936,0.684175531914894,0.653590425531915,Other,1,lidc,False,0.13538838830992297,0.575653610924112,0.1744746725701165,0.5564959728775211,0.13423161757725321,0.5762407037532602,0.19057942451714618,0.5489683527808206
maxvit_nano_rw_256,15451148,25.435111424,9.462349824,0.258893824,8.417714176,0.079292331049,4.59895520084,49.2905809879303,0,0.626329787234043,4.9170339345932,0.86443661971831,0.569813829787234,0.665890957446808,0.671210106382979,0.69813829787234,0.684175531914894,0.65625,0.650598404255319,0.665890957446808,0.653922872340426,Other,0,lidc,False,0.2082917201727185,0.5411961874959728,0.12292362550883996,0.5823395799016237,0.21046443719271032,0.5402247701361582,0.3704178163184864,0.4771704399590597
densenet121,7978856,25.435111424,6.106906624,0.128994816,5.671460352,0.050597224641,3.18762515239,31.451352596283,0,0.657912234042553,2.71826884746552,0.966329225352113,0.678523936170213,0.659906914893617,0.668882978723404,0.638297872340426,0.66655585106383,0.683843085106383,0.678856382978723,0.684507978723404,0.654255319148936,CNN,0,lidc,True,0.11908992598462625,0.5846315867541139,0.07821237576658868,0.606796336096377,0.11963383438757899,0.584347577801454,0.21275128104059912,0.5394802127832455
gcresnet33ts,19880698,25.435111424,5.1904512,0.319117312,4.490863104,0.041463227142,3.565837534197,25.6444985866547,0,0.685505319148936,2.24809291362762,0.960277288732394,0.670545212765957,0.657247340425532,0.654255319148936,0.671542553191489,0.66156914893617,0.660239361702128,0.657247340425532,0.66156914893617,0.654255319148936,Other,0,lidc,False,0.09069592202326805,0.5998512563751738,0.09019422811725347,0.6001273005075651,0.09006753036834846,0.6001970528631876,0.16968860859282617,0.5593414472387028
semnasnet_075,2912278,25.435111424,2.797600768,0.043697664,2.101021696,0.017971334176,1.051323049286,11.1877229213715,0,0.638962765957447,0.895846772193909,0.972821302816901,0.644946808510638,0.641622340425532,0.653922872340426,0.654587765957447,0.636968085106383,0.645279255319149,0.649601063829787,0.652593085106383,0.654920212765957,Other,1,lidc,False,0.017668870941916888,0.6435494210997994,0.010533850136328552,0.6480932951207952,0.016459097342676997,0.6443153634790726,0.057252660622782815,0.619454778558014
tinynet_a,6187972,25.435111424,4.829741056,0.096314368,4.228481024,0.029404093161,1.808351729394,18.297132730484,0,0.662566489361702,1.4123174905777,0.970620598591549,0.653922872340426,0.65126329787234,0.649268617021277,0.663896276595745,0.630984042553192,0.664561170212766,0.657579787234043,0.689162234042553,0.654920212765957,CNN,1,lidc,True,0.053208819791791595,0.6218332019811873,0.03451668704646806,0.6330687759476803,0.052657522766321276,0.6221588680094792,0.15273945605045328,0.5681424447896163
bat_resnext26ts,10731200,25.435111424,5.328863232,0.15654144,4.504082432,0.046407239308,2.645212640582,28.5459249019623,0,0.68251329787234,3.04928407669067,0.989326584507042,0.657247340425532,0.651595744680851,0.664561170212766,0.674202127659574,0.675864361702128,0.636303191489362,0.675199468085106,0.663896276595745,0.654920212765957,Other,0,lidc,False,0.10606491035962091,0.5921173401595565,0.06102862678781215,0.6172502760351347,0.10484049562381068,0.5927735409410193,0.176192353173039,0.5568138672209226
dla60,22036632,25.435111424,5.37919488,0.340859392,4.40462592,0.048057902732,4.973992932711,29.6933217048645,0,0.563829787234043,2.64544396400452,0.684198943661972,0.606382978723404,0.627327127659574,0.610039893617021,0.638297872340426,0.561170212765957,0.671875,0.607047872340426,0.63530585106383,0.655252659574468,CNN,0,lidc,True,0.11119617340245143,0.5896822498660186,0.13480490424365307,0.5774143706324513,0.11068260611066809,0.5899549123840144,0.17855735120220734,0.5559785944282358
ecaresnet101d,44568563,25.435111424,8.16840704,0.707647488,7.683957248,0.090536525253,5.341654989936,55.3768138885498,0,0.655917553191489,4.99872651100159,0.962257922535211,0.667885638297872,0.663896276595745,0.672207446808511,0.671875,0.658909574468085,0.646276595744681,0.66688829787234,0.657579787234043,0.655252659574468,Other,1,lidc,False,0.2432454953194284,0.527050097540159,0.14645251996570952,0.5715480128161492,0.24145323284233228,0.5278109897658035,0.3096176586519511,0.5003389006291724
ghostnet_100,5182508,25.435111424,2.048917504,0.080482304,1.881488384,0.021119654618,1.22493996784,13.4140887260437,0,0.688497340425532,1.04166553020477,0.976452464788732,0.641289893617021,0.643284574468085,0.680186170212766,0.656914893617021,0.66156914893617,0.676196808510638,0.678191489361702,0.672539893617021,0.655585106382979,CNN,1,lidc,True,0.02745576031993126,0.6380665053440758,0.01603407271960972,0.6452392926431885,0.02779490983767212,0.6378559575533612,0.022073314938904208,0.6414266929786415
xception41p,26907752,25.435111424,7.000293376,0.417610752,5.951378944,0.062432970805,7.023709215517,38.5128238201141,0,0.653922872340426,3.31426911354065,0.954225352112676,0.648603723404255,0.654587765957447,0.651928191489362,0.679853723404255,0.656582446808511,0.664893617021277,0.636968085106383,0.671210106382979,0.655585106382979,CNN,0,lidc,True,0.1558826033970121,0.5671727426784401,0.19974037183463084,0.5464391478136764,0.15558817466902206,0.5673172508629629,0.25472999605833657,0.5224909808823114
gluon_resnext101_32x4d,44177704,25.435111424,8.130658304,0.693871616,7.59870976,0.09535240445,5.435087053639,58.4414200782776,0,0.682845744680851,5.25496709346771,0.964568661971831,0.665890957446808,0.667220744680851,0.654920212765957,0.663231382978723,0.674867021276596,0.66123670212766,0.664893617021277,0.662898936170213,0.655917553191489,CNN,0,lidc,True,0.25821616867597474,0.5213075221261171,0.1494124685183154,0.570654635439112,0.25705704829119147,0.5217882148492188,0.3078439101300749,0.5015258687302012
resnet32ts,17963616,25.435111424,4.911529984,0.2855808,4.270149632,0.038641445731,2.473052526794,23.8920652866364,0,0.667220744680851,2.11264073848724,0.973151408450704,0.642952127659574,0.664228723404255,0.675864361702128,0.669215425531915,0.654587765957447,0.657912234042553,0.670877659574468,0.655917553191489,0.65625,CNN,0,lidc,True,0.08192411399827212,0.6065582525698731,0.05557455610343647,0.6216993354050623,0.08114480290940877,0.606995472053329,0.15658257784785182,0.5674043622731533
hrnet_w18,21299004,25.435111424,6.48019968,0.32826624,5.675516928,0.089850616964,9.524165398224,56.2628033161163,0,0.68251329787234,4.39450778961182,0.948833626760563,0.679853723404255,0.656582446808511,0.683843085106383,0.688829787234043,0.663896276595745,0.658909574468085,0.653590425531915,0.646609042553192,0.65625,CNN,0,lidc,True,0.24111327635646868,0.5287591491459591,0.2789553796758883,0.5131140698327616,0.24596435585830972,0.5267004605022813,0.23029168309026407,0.5334100921105326
res2next50,24671464,25.435111424,6.07125504,0.379567616,5.469948928,0.066248528293,7.38671090471,41.2031807899475,0,0.667885638297872,3.36902985572815,0.964018485915493,0.670545212765957,0.637965425531915,0.625332446808511,0.678191489361702,0.665558510638298,0.654255319148936,0.678523936170213,0.6875,0.65625,CNN,0,lidc,True,0.16774367019070488,0.5619812093632051,0.2112403460612069,0.5417999839041343,0.1692864546599533,0.5612397179362244,0.2110760741032716,0.541873474369406
fbnetc_100,5572200,25.435111424,3.080716288,0.075131392,2.359907328,0.022721382529,1.329200877939,14.2137115001678,0,0.605718085106383,1.120973944664,0.967319542253521,0.630651595744681,0.621675531914894,0.643284574468085,0.648936170212766,0.636635638297872,0.663563829787234,0.638962765957447,0.647938829787234,0.657912234042553,CNN,1,lidc,True,0.03243490210915674,0.6372433096735755,0.01933708153382045,0.6454314730241903,0.031866286524816864,0.6375944660991982,0.07055577453685455,0.6145520389418103
cspresnet50,21616168,25.435111424,4.227858432,0.35186944,4.118751744,0.036341419852,3.797678374482,22.3924548625946,0,0.672539893617021,2.08926012516022,0.976452464788732,0.681515957446808,0.683178191489362,0.674867021276596,0.685172872340426,0.665890957446808,0.664893617021277,0.66655585106383,0.650265957446808,0.658244680851064,Other,1,lidc,False,0.0747742386094621,0.6124492541826253,0.09753899748698411,0.5997460521751259,0.07350935389792844,0.6131708852474995,0.12445802128498225,0.5853883990252036
spnasnet_100,4421616,25.435111424,2.531262464,0.068013056,2.220913152,0.020157601035,1.169140860031,12.4346008300781,0,0.655917553191489,0.994013953208923,0.950924295774648,0.646276595744681,0.638962765957447,0.646609042553192,0.677526595744681,0.639960106382979,0.654587765957447,0.66123670212766,0.655917553191489,0.658577127659574,Other,1,lidc,False,0.02446511430215739,0.6428497354038082,0.01426634457736335,0.6493137933448809,0.022807727988902154,0.6438914271350908,0.044737879385100515,0.6303754660902996
